NBHDNo,NBHDName,BranchCode,BranchName,Year,Sessions
054,O'Connor-Parkview,DR,Dawes Road,2019,29528
094,Wychwood,DT,Davenport,2019,4311
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2019,40379
158,Islington,EA,Eatonville,2019,38638
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2019,5383
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2019,12828
052,Bayview Village,EN,Ethennonnhawahstihnen',2019,20341
120,Clairlea-Birchmount,ES,Eglinton Square,2019,55205
102,Forest Hill North,FH,Forest Hill,2019,17319
165,Harbourfront-CityPlace,FO,Fort York,2019,38890
044,Flemingdon Park,FP,Flemingdon Park,2019,29562
047,Don Valley Village,FV,Fairview,2019,132363
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2019,16283
130,Milliken,GHP,Goldhawk Park,2019,28864
140,Guildwood,GW,Guildwood,2019,3327
016,Stonegate-Queensway,HB,Humber Bay,2019,6809
134,Highland Creek,HC,Highland Creek,2019,15568
048,Hillcrest Village,HIL,Hillcrest,2019,15515
087,High Park-Swansea,HP,High Park,2019,33287
021,Humber Summit,HS,Humber Summit,2019,11207
001,West Humber-Clairville,HW,Humberwood,2019,10952
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2019,41567
070,South Riverdale,JO,Jones,2019,14749
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2019,25099
125,Ionview,KE,Kennedy/Eglinton,2019,27027
019,Long Branch,LB,Long Branch,2019,13628
056,Leaside-Bennington,LE,Leaside,2019,21315
103,Lawrence Park South,LO,Locke,2019,36896
078,Kensington-Chinatown,LS,Lillian H. Smith,2019,91815
062,East End-Danforth,MA,Main Street,2019,23379
146,Malvern East,MAL,Malvern,2019,79554
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2019,79476
126,Dorset Park,MCG,McGregor Park,2019,29609
115,Mount Dennis,MD,Mount Dennis,2019,31430
160,Mimico-Queensway,MI,Mimico Centennial,2019,12713
099,Mount Pleasant East,MP,Mount Pleasant,2019,5368
119,Wexford-Maryvale,MRV,Maryvale,2019,32754
136,West Hill,MS,Morningside,2019,29277
100,Yonge-Eglinton,ND,Northern District,2019,92396
001,West Humber-Clairville,NE,Northern Elms,2019,12233
018,New Toronto,NT,New Toronto,2019,13824
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2019,19498
069,Blake-Jones,PA,Pape/Danforth,2019,49103
171,Junction-Wallace Emerson,PE,Perth/Dupont,2019,5480
085,South Parkdale,PK,Parkdale,2019,53495
073,Moss Park,PL,Parliament Street,2019,28959
095,Annex,PM,Palmerston,2019,21569
133,Centennial Scarborough,PU,Port Union,2019,8556
046,Pleasant View,PV,Pleasant View,2019,13878
070,South Riverdale,QS,Queen/Saulter,2019,10704
068,North Riverdale,RD,Riverdale,2019,44200
007,Willowridge-Martingrove-Richview,RI,Richview,2019,71343
088,High Park North,RN,Runnymede,2019,67083
004,Rexdale-Kipling,RX,Rexdale,2019,10536
078,Kensington-Chinatown,SA,Sanderson,2019,53178
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2019,43849
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2019,1473
074,North St. James Town,SJ,St. James Town,2019,58962
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2019,27347
095,Annex,SP,Spadina Road,2019,14116
116,Steeles,ST,Steeles,2019,36129
087,High Park-Swansea,SW,Swansea Memorial,2019,2707
059,Danforth Village - East York,SWS,S. Walter Stewart,2019,58495
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2019,8422
055,Thorncliffe Park,TH,Thorncliffe,2019,42950
058,Old East York,TOD,Todmorden Room,2019,3749
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2019,390307
043,Victoria Village,VV,Victoria Village,2019,9070
113,Weston,WE,Weston,2019,26812
022,Humbermede,WP,Woodview Park,2019,14657
129,Agincourt North,WS,Woodside Square,2019,72288
095,Annex,YO,Yorkville,2019,21130
025,Glenfield-Jane Heights,YW,York Woods,2019,62065
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2020,26076
020,Alderwood,AD,Alderwood,2020,1892
118,Tam O'Shanter-Sullivan,AG,Agincourt,2020,25441
039,Bedford Park-Nortown,AH,Armour Heights,2020,1811
090,Junction Area,AN,Annette Street,2020,5746
030,Brookhaven-Amesbury,AP,Amesbury Park,2020,4251
150,Fenside-Parkwoods,BB,Brookbanks,2020,4129
154,Oakdale-Beverley Heights,BC,Black Creek,2020,5912
157,Bendale South,BD,Bendale,2020,3706
063,The Beaches,BE,Beaches,2020,7102
032,Englemount-Lawrence,BF,Barbara Frum,2020,18233
083,Dufferin Grove,BL,Bloor/Gladstone,2020,31570
015,Kingsway South,BR,Brentwood,2020,14194
147,L'Amoreaux West,BRW,Bridlewood,2020,10115
146,Malvern East,BUR,Burrows Hall,2020,2989
123,Cliffcrest,CC,Cliffcrest,2020,2888
035,Westminster-Branson,CE,Centennial,2020,4810
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2020,35952
170,Yonge-Bay Corridor,CH,City Hall,2020,8603
037,Willowdale West,CL,North York Central Library,2020,62120
080,Palmerston-Little Italy,CS,College/Shaw,2020,4090
064,Woodbine Corridor,DA,Danforth/Coxwell,2020,9723
042,Banbury-Don Mills,DM,Don Mills,2020,13816
155,Downsview,DO,Downsview,2020,11773
098,Rosedale-Moore Park,DP,Deer Park,2020,15121
054,O'Connor-Parkview,DR,Dawes Road,2020,7374
094,Wychwood,DT,Davenport,2020,922
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2020,8753
158,Islington,EA,Eatonville,2020,10679
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2020,852
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2020,3408
052,Bayview Village,EN,Ethennonnhawahstihnen',2020,4497
120,Clairlea-Birchmount,ES,Eglinton Square,2020,12119
102,Forest Hill North,FH,Forest Hill,2020,4598
165,Harbourfront-CityPlace,FO,Fort York,2020,7407
044,Flemingdon Park,FP,Flemingdon Park,2020,6271
047,Don Valley Village,FV,Fairview,2020,32314
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2020,3739
130,Milliken,GHP,Goldhawk Park,2020,6205
140,Guildwood,GW,Guildwood,2020,2225
016,Stonegate-Queensway,HB,Humber Bay,2020,1232
134,Highland Creek,HC,Highland Creek,2020,4426
048,Hillcrest Village,HIL,Hillcrest,2020,3582
087,High Park-Swansea,HP,High Park,2020,7341
021,Humber Summit,HS,Humber Summit,2020,3415
001,West Humber-Clairville,HW,Humberwood,2020,2229
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2020,11692
070,South Riverdale,JO,Jones,2020,3568
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2020,7509
125,Ionview,KE,Kennedy/Eglinton,2020,7709
019,Long Branch,LB,Long Branch,2020,2755
056,Leaside-Bennington,LE,Leaside,2020,5065
103,Lawrence Park South,LO,Locke,2020,8879
078,Kensington-Chinatown,LS,Lillian H. Smith,2020,26622
062,East End-Danforth,MA,Main Street,2020,7986
146,Malvern East,MAL,Malvern,2020,20033
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2020,19854
126,Dorset Park,MCG,McGregor Park,2020,7509
115,Mount Dennis,MD,Mount Dennis,2020,8491
160,Mimico-Queensway,MI,Mimico Centennial,2020,3871
099,Mount Pleasant East,MP,Mount Pleasant,2020,1040
119,Wexford-Maryvale,MRV,Maryvale,2020,5973
136,West Hill,MS,Morningside,2020,6127
100,Yonge-Eglinton,ND,Northern District,2020,26221
001,West Humber-Clairville,NE,Northern Elms,2020,3650
018,New Toronto,NT,New Toronto,2020,3370
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2020,4420
069,Blake-Jones,PA,Pape/Danforth,2020,11283
171,Junction-Wallace Emerson,PE,Perth/Dupont,2020,1099
085,South Parkdale,PK,Parkdale,2020,24647
073,Moss Park,PL,Parliament Street,2020,15114
095,Annex,PM,Palmerston,2020,5166
133,Centennial Scarborough,PU,Port Union,2020,1732
046,Pleasant View,PV,Pleasant View,2020,3843
070,South Riverdale,QS,Queen/Saulter,2020,2064
068,North Riverdale,RD,Riverdale,2020,10683
007,Willowridge-Martingrove-Richview,RI,Richview,2020,20928
088,High Park North,RN,Runnymede,2020,16323
004,Rexdale-Kipling,RX,Rexdale,2020,2595
078,Kensington-Chinatown,SA,Sanderson,2020,12650
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2020,12080
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2020,1390
074,North St. James Town,SJ,St. James Town,2020,9389
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2020,7287
095,Annex,SP,Spadina Road,2020,2867
116,Steeles,ST,Steeles,2020,7465
087,High Park-Swansea,SW,Swansea Memorial,2020,607
059,Danforth Village - East York,SWS,S. Walter Stewart,2020,14360
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2020,2360
055,Thorncliffe Park,TH,Thorncliffe,2020,11491
058,Old East York,TOD,Todmorden Room,2020,754
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2020,113637
043,Victoria Village,VV,Victoria Village,2020,1886
113,Weston,WE,Weston,2020,7825
022,Humbermede,WP,Woodview Park,2020,3980
129,Agincourt North,WS,Woodside Square,2020,13434
095,Annex,YO,Yorkville,2020,4700
025,Glenfield-Jane Heights,YW,York Woods,2020,8832
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2021,14154
020,Alderwood,AD,Alderwood,2021,504
118,Tam O'Shanter-Sullivan,AG,Agincourt,2021,10508
039,Bedford Park-Nortown,AH,Armour Heights,2021,1044
090,Junction Area,AN,Annette Street,2021,3349
030,Brookhaven-Amesbury,AP,Amesbury Park,2021,1588
150,Fenside-Parkwoods,BB,Brookbanks,2021,1970
154,Oakdale-Beverley Heights,BC,Black Creek,2021,2747
157,Bendale South,BD,Bendale,2021,1597
063,The Beaches,BE,Beaches,2021,3402
032,Englemount-Lawrence,BF,Barbara Frum,2021,8645
083,Dufferin Grove,BL,Bloor/Gladstone,2021,15125
015,Kingsway South,BR,Brentwood,2021,6654
147,L'Amoreaux West,BRW,Bridlewood,2021,4211
146,Malvern East,BUR,Burrows Hall,2021,711
123,Cliffcrest,CC,Cliffcrest,2021,1223
035,Westminster-Branson,CE,Centennial,2021,2658
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2021,15494
037,Willowdale West,CL,North York Central Library,2021,29480
080,Palmerston-Little Italy,CS,College/Shaw,2021,1019
064,Woodbine Corridor,DA,Danforth/Coxwell,2021,4674
042,Banbury-Don Mills,DM,Don Mills,2021,5654
155,Downsview,DO,Downsview,2021,9331
098,Rosedale-Moore Park,DP,Deer Park,2021,6770
054,O'Connor-Parkview,DR,Dawes Road,2021,3048
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2021,3707
158,Islington,EA,Eatonville,2021,4215
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2021,341
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2021,1548
052,Bayview Village,EN,Ethennonnhawahstihnen',2021,2518
120,Clairlea-Birchmount,ES,Eglinton Square,2021,4067
102,Forest Hill North,FH,Forest Hill,2021,1936
165,Harbourfront-CityPlace,FO,Fort York,2021,3854
044,Flemingdon Park,FP,Flemingdon Park,2021,2479
047,Don Valley Village,FV,Fairview,2021,15276
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2021,1867
130,Milliken,GHP,Goldhawk Park,2021,2695
140,Guildwood,GW,Guildwood,2021,758
016,Stonegate-Queensway,HB,Humber Bay,2021,449
134,Highland Creek,HC,Highland Creek,2021,1542
048,Hillcrest Village,HIL,Hillcrest,2021,1284
087,High Park-Swansea,HP,High Park,2021,3409
021,Humber Summit,HS,Humber Summit,2021,982
001,West Humber-Clairville,HW,Humberwood,2021,909
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2021,5875
070,South Riverdale,JO,Jones,2021,1385
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2021,3224
125,Ionview,KE,Kennedy/Eglinton,2021,5727
019,Long Branch,LB,Long Branch,2021,915
056,Leaside-Bennington,LE,Leaside,2021,2526
103,Lawrence Park South,LO,Locke,2021,3700
078,Kensington-Chinatown,LS,Lillian H. Smith,2021,14526
062,East End-Danforth,MA,Main Street,2021,4891
146,Malvern East,MAL,Malvern,2021,7303
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2021,7608
126,Dorset Park,MCG,McGregor Park,2021,2602
115,Mount Dennis,MD,Mount Dennis,2021,3898
160,Mimico-Queensway,MI,Mimico Centennial,2021,1652
119,Wexford-Maryvale,MRV,Maryvale,2021,2661
136,West Hill,MS,Morningside,2021,2324
100,Yonge-Eglinton,ND,Northern District,2021,14308
001,West Humber-Clairville,NE,Northern Elms,2021,1480
018,New Toronto,NT,New Toronto,2021,1608
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2021,1934
069,Blake-Jones,PA,Pape/Danforth,2021,3053
171,Junction-Wallace Emerson,PE,Perth/Dupont,2021,274
085,South Parkdale,PK,Parkdale,2021,13675
073,Moss Park,PL,Parliament Street,2021,5033
095,Annex,PM,Palmerston,2021,1523
133,Centennial Scarborough,PU,Port Union,2021,469
046,Pleasant View,PV,Pleasant View,2021,1565
070,South Riverdale,QS,Queen/Saulter,2021,529
068,North Riverdale,RD,Riverdale,2021,4799
007,Willowridge-Martingrove-Richview,RI,Richview,2021,9403
088,High Park North,RN,Runnymede,2021,8291
004,Rexdale-Kipling,RX,Rexdale,2021,1166
078,Kensington-Chinatown,SA,Sanderson,2021,6778
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2021,5578
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2021,709
074,North St. James Town,SJ,St. James Town,2021,1922
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2021,4073
095,Annex,SP,Spadina Road,2021,705
116,Steeles,ST,Steeles,2021,2207
059,Danforth Village - East York,SWS,S. Walter Stewart,2021,5318
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2021,926
055,Thorncliffe Park,TH,Thorncliffe,2021,5107
058,Old East York,TOD,Todmorden Room,2021,157
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2021,49391
043,Victoria Village,VV,Victoria Village,2021,938
113,Weston,WE,Weston,2021,4390
022,Humbermede,WP,Woodview Park,2021,1409
129,Agincourt North,WS,Woodside Square,2021,5878
095,Annex,YO,Yorkville,2021,1929
025,Glenfield-Jane Heights,YW,York Woods,2021,3571
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2022,44967
120,Clairlea-Birchmount,ACD,Albert Campbell,2022,14030
020,Alderwood,AD,Alderwood,2022,2587
118,Tam O'Shanter-Sullivan,AG,Agincourt,2022,35212
039,Bedford Park-Nortown,AH,Armour Heights,2022,1852
090,Junction Area,AN,Annette Street,2022,6485
030,Brookhaven-Amesbury,AP,Amesbury Park,2022,5981
150,Fenside-Parkwoods,BB,Brookbanks,2022,6340
154,Oakdale-Beverley Heights,BC,Black Creek,2022,9480
157,Bendale South,BD,Bendale,2022,5019
063,The Beaches,BE,Beaches,2022,9254
032,Englemount-Lawrence,BF,Barbara Frum,2022,21799
083,Dufferin Grove,BL,Bloor/Gladstone,2022,48813
015,Kingsway South,BR,Brentwood,2022,20232
147,L'Amoreaux West,BRW,Bridlewood,2022,17132
146,Malvern East,BUR,Burrows Hall,2022,4884
123,Cliffcrest,CC,Cliffcrest,2022,6156
035,Westminster-Branson,CE,Centennial,2022,9196
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2022,43222
170,Yonge-Bay Corridor,CH,City Hall,2022,11020
037,Willowdale West,CL,North York Central Library,2022,87439
080,Palmerston-Little Italy,CS,College/Shaw,2022,6025
064,Woodbine Corridor,DA,Danforth/Coxwell,2022,15464
042,Banbury-Don Mills,DM,Don Mills,2022,17395
155,Downsview,DO,Downsview,2022,31542
098,Rosedale-Moore Park,DP,Deer Park,2022,22943
054,O'Connor-Parkview,DR,Dawes Road,2022,8493
094,Wychwood,DT,Davenport,2022,1010
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2022,10777
158,Islington,EA,Eatonville,2022,14964
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2022,1137
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2022,3613
052,Bayview Village,EN,Ethennonnhawahstihnen',2022,8193
120,Clairlea-Birchmount,ES,Eglinton Square,2022,18279
102,Forest Hill North,FH,Forest Hill,2022,6495
165,Harbourfront-CityPlace,FO,Fort York,2022,14731
044,Flemingdon Park,FP,Flemingdon Park,2022,9928
047,Don Valley Village,FV,Fairview,2022,46018
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2022,3697
130,Milliken,GHP,Goldhawk Park,2022,6531
140,Guildwood,GW,Guildwood,2022,2700
016,Stonegate-Queensway,HB,Humber Bay,2022,2728
134,Highland Creek,HC,Highland Creek,2022,3568
048,Hillcrest Village,HIL,Hillcrest,2022,3144
087,High Park-Swansea,HP,High Park,2022,9156
021,Humber Summit,HS,Humber Summit,2022,3551
001,West Humber-Clairville,HW,Humberwood,2022,2807
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2022,17688
070,South Riverdale,JO,Jones,2022,3350
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2022,10134
125,Ionview,KE,Kennedy/Eglinton,2022,17130
019,Long Branch,LB,Long Branch,2022,4649
056,Leaside-Bennington,LE,Leaside,2022,6381
103,Lawrence Park South,LO,Locke,2022,7941
078,Kensington-Chinatown,LS,Lillian H. Smith,2022,53604
062,East End-Danforth,MA,Main Street,2022,11288
146,Malvern East,MAL,Malvern,2022,23708
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2022,24408
126,Dorset Park,MCG,McGregor Park,2022,7915
115,Mount Dennis,MD,Mount Dennis,2022,12200
160,Mimico-Queensway,MI,Mimico Centennial,2022,5121
119,Wexford-Maryvale,MRV,Maryvale,2022,9766
136,West Hill,MS,Morningside,2022,11739
100,Yonge-Eglinton,ND,Northern District,2022,40022
001,West Humber-Clairville,NE,Northern Elms,2022,4798
018,New Toronto,NT,New Toronto,2022,5557
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2022,5348
069,Blake-Jones,PA,Pape/Danforth,2022,14645
171,Junction-Wallace Emerson,PE,Perth/Dupont,2022,1690
085,South Parkdale,PK,Parkdale,2022,43158
073,Moss Park,PL,Parliament Street,2022,26672
095,Annex,PM,Palmerston,2022,6610
133,Centennial Scarborough,PU,Port Union,2022,2287
046,Pleasant View,PV,Pleasant View,2022,3536
070,South Riverdale,QS,Queen/Saulter,2022,4032
068,North Riverdale,RD,Riverdale,2022,16743
007,Willowridge-Martingrove-Richview,RI,Richview,2022,25414
088,High Park North,RN,Runnymede,2022,28534
004,Rexdale-Kipling,RX,Rexdale,2022,3016
078,Kensington-Chinatown,SA,Sanderson,2022,17522
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2022,21266
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2022,2182
074,North St. James Town,SJ,St. James Town,2022,14698
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2022,9443
095,Annex,SP,Spadina Road,2022,5208
116,Steeles,ST,Steeles,2022,8960
087,High Park-Swansea,SW,Swansea Memorial,2022,540
059,Danforth Village - East York,SWS,S. Walter Stewart,2022,16305
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2022,2401
055,Thorncliffe Park,TH,Thorncliffe,2022,16651
058,Old East York,TOD,Todmorden Room,2022,1220
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2022,136640
043,Victoria Village,VV,Victoria Village,2022,2572
113,Weston,WE,Weston,2022,14837
022,Humbermede,WP,Woodview Park,2022,4115
129,Agincourt North,WS,Woodside Square,2022,21028
096,Casa Loma,WY,Wychwood,2022,3836
095,Annex,YO,Yorkville,2022,8755
025,Glenfield-Jane Heights,YW,York Woods,2022,16088
